,custcode,custname1,custareacode,fincustgrp,custaddress,currency
1469,CU1M03876,MYANMAR MAHAR HTUN CO LTD,615,3,"MYANMAR MAHAR HTUN CO LTD  NO 36 (D) MOE KAUNG ROAD, YANKIN TOWNSHIP YANGON MYANMAR",USD
1470,CU1V01709,VISHNU KUMAR HARISH,12,1,VISHNU KUMAR HARISH CHANDAR JAQETIYA SEVA SADAN ROAD BHILWARA RAJASHTHAN ,IND
1471,CU1A04031,ADDCOOL TRADE & SERVICES,21,6,"ADDCOOL TRADE & SERVICES   H.NO.84,AJANTA PATH, SURVEY, BELTOLA, BASISTHA ROAD, GUWAHATI - 781 028 ASSAM",IND
1472,SU1A00131,ADARSH ALLOYS COMPONENTS PVT LTD,None,,ADARSH ALLOYS COMPONENTS PVT LTD  108-AH BLOCK - 4TH STREET SHANTHI COLONY ANNA NAGAR MADRAS,
1473,SU1A00241,ALLIED BEARING AND TOOLS CORPATION,None,,ALLIED BEARING AND TOOLS CORPATION  218 DR NANJAPPA ROAD NO 4 HI-TECH COMPLEX COIMBATORE ,
1474,SU1B00118,BEST DRILL CENTRE,None,,BEST DRILL CENTRE    MADRAS ,
1475,SU1B00717,BLUE STAR LIMITED,None,,"BLUE STAR LIMITED  NO.2, MAJIWADA, POKHRAN ROAD, THANE ",
1476,SU1C00160,CHEMICAL ENTERPRISES,None,,CHEMICAL ENTERPRISES    COIMBATORE ,
1477,SU1C00368,CUTFAST ABRASIVE TOOLS PRIVATE LTD,None,,CUTFAST ABRASIVE TOOLS PRIVATE LTD  PALLIKARANAI POST  MADRAS ,
1478,SU1C00486,"CHANDA ELECTROTHERM PVT. LTD.,",None,,"CHANDA ELECTROTHERM PVT. LTD.,  NO.37, MUKTA BUILDING,18th, CROSS, 8th MAIN, MALLESWARAM, BANGALURE ",
1479,SU1C00470,CAM ENGINEERS, ,,"CAM ENGINEERS  No.10-A, ELLAI TIIOTTA1\{ ROAD NEAR BALAGURU GARDEN, PEELAMEDU (PO) COIMBATORE - 641 004",
1480,SU1D00076,DEK ENGINEERING WORKS,None,,DEK ENGINEERING WORKS  K.G.CHAVADI MADUKKARAI COIMBATORE ,
1481,SU1D00077,DEKSIN CORPORATION,None,,DEKSIN CORPORATION    COIMBATORE ,
1482,SU1D00266,DIAMOND ASSOCIATES,None,,"DIAMOND ASSOCIATES  No.27, JANAKI NAGAR ANNEX, VALASAEAVAKKAM, CHENNAI ",
1483,SU1I00119,INDIAN TYPEWRITER COMPANY,None,,INDIAN TYPEWRITER COMPANY     COIMBATORE,
1484,SU1E00271,ETERNIT EVEREST LIMITED,None,,"ETERNIT EVEREST LIMITED  3,SOUTH BOULEWARD ROAD, PONDICHERRY  ",
1485,SU1K00413,KAVERI STEEL FABS,None,,"KAVERI STEEL FABS  11A BOYER STREET, SINGANALLUR COIMBATORE ",
1486,SU1H00059,HEMA ENGINEERING INDUSTRIES,None,,HEMA ENGINEERING INDUSTRIES  C-210  PEENYA INDUSTRIAL ESTAT PEENYA BANGALORE 560 058 BANGALORE,
1487,SU1I00155,INDUSTRIAL ENGINEERING AGNCIES,None,,"INDUSTRIAL ENGINEERING AGNCIES  10/3, CHERIAN ROAD, P.B.NO. 2414,  COIMBATORE",
1488,SU1N00197,NON-TRADE QUATED-HDFC FCD,None,,NON-TRADE QUATED-HDFC FCD     ,
1489,SU1J00187,JS ENTERPRISES,None,,JS ENTERPRISES  9  AMBIKA BUILDING H.SIDDIAH ROAD OPP.WILSON GARDEN POLICE STATI BANGALORE,
1490,SU1K00348,KESHAV M.S.,None,,"KESHAV M.S.  148, 3rd Cross, 6th Block Koramangala BANGALORE 560 095 ",
1491,SU1P00106,PALANI ASSOCIATES,None,,PALANI ASSOCIATES  NO 28 A NESAVAR COLONY RTION SHOP STREET EDAYARPALAYAM POST COIMBATORE,
1492,CU1E00468,ELANGO SERVICE STATION,54,1,ELANGO SERVICE STATION  172 ANNA NAGAR  MULANUR ,IND
1493,CU1G00161,GRACO INC,651,3,"GRACO INC  P O BOX 1441 MINNEAPOLIS, MN 55440-1441 UNITED STATES OF AMERICA ",USD
1494,CU1G00162,GULATI AUTO SALES,11,1,GULATI AUTO SALES  G T ROAD  KARNAL HARYANA,IND
1495,CU1G00163,GANGA BRIDGE SERVICE STATION,31,1,GANGA BRIDGE SERVICE STATION  AT POST KAIJ  ALLAHABAD ,IND
1496,CU1E00322,ELLON HINENGO LTD,41,1,ELLON HINENGO LTD  TOWER HOUSE IST FLOOR ABERDEEN BAZAR PORT BLAIR ,IND
1497,CU1E00324,EMMTEX SYNTHETICS LTD,11,1,"EMMTEX SYNTHETICS LTD  327,BENJAMIN ROAD  LUDHIANA ",IND
1498,CU1E00325,ELECTRICAL RESEARCH & DEVELOPMENT,33,1,"ELECTRICAL RESEARCH & DEVELOPMENT ASSOCIATION P.B.NO 760, MAKARPURA ROAD VADODARA AHMEDABAD",IND
1499,CU1D00543,DEVARAJ BOREWELL SERVICE,45,1,"DEVARAJ BOREWELL SERVICE  VELUSAMY D NO57,3RD CROSS VENKATNAGAR PONDICHERRY-11",IND
1500,CU1G00063,GMM CO LIMITED,43,1,GMM CO LIMITED  PLOT NO.63A HOOTAGALLI INDUSTRIAL AREA MYSORE ,IND
1501,CU1G00065,GNANAMBIKAI MILLS LIMITED,51,1,GNANAMBIKAI MILLS LIMITED  GNANAMBIKAI MILLS POST P.O.BOX NO.5307 COIMBATORE ,IND
1502,CU1G00067,GOA TRANSPORT SERVICE,31,1,"GOA TRANSPORT SERVICE  C/O. SERVICE INN FATORDA, MARGAO GOA ",IND
1503,CU1G00068,GOD GIFTS GARAGE,32,1,GOD GIFTS GARAGE  514 BHAWANI PETH HARKANAGAR PUNE ,IND
1504,CU1G00069,GODREJ GE APPLIANCES LIMITED,31,1,"GODREJ GE APPLIANCES LIMITED  PLANT NO 3, PIROJSHA NAGAR VIKHROLI MUMBAI ",IND
1505,CU1E00310,ENERGY PROGRESS INC.,34,1,"ENERGY PROGRESS INC.  PLOT.NO.hig-1,MEENAKSHI RESIDE 66,SECTOR-A,INDRAPURI BHOPAL(MP) ",IND
1506,CU1D00551,DOLPHIN HONDA,53,1,DOLPHIN HONDA CENTURY MALL S N COLLEGE JUNCTION PUNALUR KOLLAM ,IND
1507,CU1F00156,FAIZA EXPORTS,41,1,"FAIZA EXPORTS  NO:18,STANDAGE ROAD FRAZER TOWN BANGALORE ",IND
1508,CU1G00071,GOKUL AGENCIES,31,1,GOKUL AGENCIES    GOA ,IND
1509,CU1G00073,GOLD MINE POLYMERS LIMITED,11,1,"GOLD MINE POLYMERS LIMITED  B-22-24,SECTOR-6  NOIDA ",IND
1510,CU1G00075,GOMATHI MINERALS AND MARBLES PRIVAT,12,1,"GOMATHI MINERALS AND MARBLES PRIVAT E LIMITED 1289 FOZDAR HOUSE, BABA HARISH -CHANDRA MARG,CHANDPOLE BAZAAR JAIPUR ",IND
1511,CU1G00076,G OM PRAKASHAM,51,1,G OM PRAKASHAM  S/O VS GUNASEELAN 19 ASD PURAM POLLACHI ,IND
1512,CU1G00077,GOODWILL ENGINEERING WORKS,41,1,GOODWILL ENGINEERING WORKS  12 RADIO ROAD HARBOUR CHENNAI ,IND
1513,CU1D00747,DHARANI COTTON MILLS PVT LTD,51,1,"DHARANI COTTON MILLS PVT LTD  GOBI-SATHY MAIN ROAD GANAPATHIPALAYAM ALUKKULIPALAYAM ALUKKLI POST,GOBI",IND
1514,CU1D00320,DOZCO (INDIA) PVT  LIMITED,21,1,DOZCO (INDIA) PVT  LIMITED  1 RAJHANS MANSION BANK MORE DHANBAD ,IND
1515,CU1D00321,DEFENCE RESEARCH & DEV.ORGANISATION,42,2,"DEFENCE RESEARCH & DEV.ORGANISATION DEFENCE ELECTRONICS RESEARCH LABORATORY,MINISTRY OF DEFENCE CHANDRAYANAGUTTA LINES, HYDERABAD ",IND
1516,CU1D00323,DURAISAMY FOODS AND SPICES P LTD,54,1,DURAISAMY FOODS AND SPICES P LTD  6 MAMARATHUPALAYAM  ERODE ,IND
1517,CU1D00324,DURAI RAJA SINGAM  S,54,1,"DURAI RAJA SINGAM  S  MOLAIANKADU,SATHINAIKENPALAYAM KUMARAMANGALAM (VIA) TRICHENGODE ",IND
1518,SU1S00256,SAKTHY ENTERPRISES,None,,SAKTHY ENTERPRISES     COIMBATORE,
1519,SU1P00426,PREMIER SEALS,None,,PREMIER SEALS     PONDICHERRY,
1520,SU1M00690,MULTI ARC INDIA LIMITED, ,,"MULTI ARC INDIA LIMITED  V.B.K.COMPLEX, NO.11/C-24 RAMASAMY ROAD, BEHIND CHINTHAMANI MARKET COIMBATORE - 641 002",
1521,SU1M00446,MIKROTECH,None,,MIKROTECH  98 A/17 HADAPSAR INDL ESTATE PB NO 1231  PUNE,
1522,SU1S00539,SHREE GANESH ENTERPRISES,None,,SHREE GANESH ENTERPRISES     COIMBATORE,
1523,SU1S01151,STAR CIRCLIP AND ENGINEERING PRIVAT,None,,STAR CIRCLIP AND ENGINEERING PRIVAT E LIMITED B-24  MIDC AREA  NAGPUR ,
1524,SU1S01072,SRI VIJAYALAKSHMI INDUSTRIES,None,,"SRI VIJAYALAKSHMI INDUSTRIES  NETHAJI NAGAR NANJUNDAPURAM RD.,R.N.PURAM COIMBATORE ",
1525,SU1P00522,PRECISION TRANSMISSION PRODUCTS,None,,PRECISION TRANSMISSION PRODUCTS    BELGAUM ,
1526,SU1P00329,PRAKASH ENGINEERING WORKS,None,,PRAKASH ENGINEERING WORKS     SALEM,
1527,SU1T00351,TRINITY ENTERPRISES,None,,TRINITY ENTERPRISES     COIMBATORE,
1528,SU1S00663,SKYLINE SYSTEMS & SERVICES,None,,SKYLINE SYSTEMS & SERVICES     COCHI,
1529,SU1T00136,TENCHI AIDS,None,,TENCHI AIDS     SECUNDEDRABAD,
1530,SU1S01426,SUKSHMA DYNAMICS P.LTD., ,,"SUKSHMA DYNAMICS P.LTD.  472,KAMARAJAR ROAD PEELAMEDU COIMBATORE COIMBATORE",
1531,SU1S01762,SENSONICS LTD,None,,"SENSONICS LTD  NORTHBRIDGE ROAD, BERKHAMSTED HERTFORDSHIRE HP4 IEF UK UK",
1532,SU1V00158,VIGNESH ENGINEERING WORKS,None,,VIGNESH ENGINEERING WORKS     COIMBATORE,
1533,SU1V00159,VIGNESH FASTENERS,None,,"VIGNESH FASTENERS  11/5 P.S.F.NO.286/4, 286/8, PAPAMPATTI ROAD,BHARATHIPURAM, KANNAMPALAYAM P.O, COIMBATORE",
1534,SU1CU0194,UNION ENTERPRISE PVT.LTD,None,,"UNION ENTERPRISE PVT.LTD  113, NAGINDAS MASTER ROAD,FORT  MUMBAI ",
1535,SU1U00110,USHA INSTITUTE OF BUSINESS,None,,"USHA INSTITUTE OF BUSINESS MANAGEMENT NO.9, U.R NAGAR, PADI ANNA NAGAR WEST, CHENNAI ",
1536,SU1R00517,RB PNEUMATIC TOOLS PVT LTD,None,,"RB PNEUMATIC TOOLS PVT LTD  C-15,GHATKOPAR INDL. ESTATE L.B.S MARG. GHATKOPAR(W), MUMBAI",
1537,SU1S02067,SIFY TECHNOLOGIES LIMITED,None,,"SIFY TECHNOLOGIES LIMITED  TIDEL PARK, 2ND FLOOR, 4, CANAL BANK ROAD,TARAMANI CHENNAI ",
1538,SU1M00875,MERCURY PENUMATICS PVT LTD,None,,"MERCURY PENUMATICS PVT LTD  D134, ANSA INDL. ESTATE, SAKIVIHAR RD,SAKINAKA,ANDHERI, MUMBAI ",
1539,SU1S02205,SRI RAMAKRISHNA ADVANCED TRAINING,None,,"SRI RAMAKRISHNA ADVANCED TRAINING INSTITUTE VATTAMALAIPALAYAM, NGGO COLONY POST COIMBATORE ",
1540,SU1I00407,INTELTEK AUTOMATION JV,None,,"INTELTEK AUTOMATION JV  S.NO100/5,AMBERGAON KHURD, KATRAJ,PUNE  ",
1541,SU1AS0001,SAMBEET TOOLS & EQUIPMENTS,None,,"SAMBEET TOOLS & EQUIPMENTS   BAIJA MUNDA, GOUSALA, SAMBALPUR, ODISHA ",
1542,SU1W00114,WEG EQUIPMENTOS ELECTRICOS S.A,None,,"WEG EQUIPMENTOS ELECTRICOS S.A  AVENIDA PREFEITO WALDEMAR GRUBBA, 3000 CAIXA POSTAL D-420 CEP 89256-900 JARAGUA DO SUL -SC, BRAZIL",
1543,SU1A01891,AMW-MGM FORGINGS PVT LTD,None,,"AMW-MGM FORGINGS PVT LTD  82-84,MYSORE BELAGOLA INDL AREA,KRS ROAD,METAGALLI POST, MYSORE ",
1544,SU1P01631,PNX LOGISTICS PVT LTD,51,1,"PNX LOGISTICS PVT LTD  PLOT NO.258/1&258/2, TM POONDY BYPASS ROAD, 11-CHETTIPALAYAM,ANGERIPALAYAM POST,TIRUPUR",IND
1545,SU1C00632,CMR DESIGN AUTOMATION P LTD,None,,"CMR DESIGN AUTOMATION P LTD  E 534,GREATER KAILASH II NEW DELHI  ",
1546,CU1G00164,GURUVAYURAPPAN AGENCIES,54,6,GURUVAYURAPPAN AGENCIES  135 S C S COMPLEX TRICHY ROAD NAMAKKAL ,IND
1547,CU1G00165,GADRE AUTOMOTIVES,31,1,GADRE AUTOMOTIVES  NH 6 VILLAGE SHIONI AKOLA ,IND
1548,CU1G00166,G.G.RETREAD LIMITED,691,3,G.G.RETREAD LIMITED  DUNGA ROAD  NAIROBI ,USD
1549,CU1F00003,FAIRDEAL AUTO CENTRE,11,1,FAIRDEAL AUTO CENTRE  AT KASIPUR  KEONJHAR ORISSA,IND
1550,CU1G00190,GOOD WILL AUTOS,11,1,"GOOD WILL AUTOS  SHOP NO 1,2,3, P B ROAD MVP SHOPPING COMP., VIDYANAGAR HUBLI ",IND
1551,CU1G00191,GOLD KING EXPORTS,51,1,GOLD KING EXPORTS  VAIKKAL THOTTAM  TIRUPPUR ,IND
1552,CU1E00175,ELGI EMPLOYEES WELFARE TRUST MATRIC,51,1,ELGI EMPLOYEES WELFARE TRUST MATRIC ULATION HIGHER SEC. SCHOOL VELLALOOR  COIMBATORE ,IND
1553,CU1E00176,EN EMM INTERNAIONAL,11,1,EN EMM INTERNAIONAL  206 MAGNUM HOUSE KARAMPURA COMMERCIAL COMPLEX NEW DELHI ,IND
1554,CU1E00177,EICHER LIMITED,11,1,"EICHER LIMITED  EICHER HOUSE,12 COMML. COMPLEX GREATER KAILASH-II(NASJID MOTH NEW DELHI ",IND
1555,CU1D00549,DESIGN PROCES,51,1,DESIGN PROCES  PONNAN THOTTAM MURUGAMPALAYAM IDUVAMPALAYAM POST TIRUPUR,IND
1556,CU1E00012,ELGI EQUIPMENTS LIMITED,53,4,"ELGI EQUIPMENTS LIMITED  1ST FLOOR,ASSET SUMMIT SUITES, NATIONAL HIGHWAY 47,NEAR SCMS KALAMASSERY,KOCHI 683 106 ",IND
1557,CU1E00013,ELGI EQUIPMENTS LIMITED,52,4,"ELGI EQUIPMENTS LIMITED  C/0 K.C &D.P CENTRE 279,GOODSHED STREET,II FLOOR MADURAI ",IND
1558,CU1D00113,DABUR INDIA LIMITED,11,1,"DABUR INDIA LIMITED  5/1 SITE IV, INDUSTRIAL AREA SAHIBABAD GHAZIABAD(U.P.) ",IND
1559,CU1D00552,DEV NARIAN DRILLERS,12,1,DEV NARIAN DRILLERS  PHITAPURA SATHOOR  BUNDI ,IND
1560,CU1D00553,KS DANDEKAR & CO,31,1,"KS DANDEKAR & CO  747,GANAPATHYPET  SANGLI ",IND
1561,CU1D00554,DAEJUNG MOPARTS PVT LTD,41,1,"DAEJUNG MOPARTS PVT LTD UNIT NO:3, NO:7 KARNAI PUDUCHERRY,OORAPAKKAM GUDUVANCHERRY(NEAR TAMBARAM) KANCHIPURAM ",IND
1562,CU1D00556,D A B MODERN RICE MILL,41,1,"D A B MODERN RICE MILL  2-A,ANNA SALAI  THIRUVANNAMALAI ",IND
1563,CU1D00558,DON BOSCO TECHNICAL INSTITUTE,31,1,DON BOSCO TECHNICAL INSTITUTE  FATORDA MARGOA GOA ,IND
1564,CU1D00559,DURGA AUTOMOBILES PVT LTD,41,1,DURGA AUTOMOBILES PVT LTD  DARJEEING ROAD DABAPUR-PO PRADHAN NAGAR SILIGURI,IND
1565,CU1D00560,D D INDUSTRIES LTD,11,1,"D D INDUSTRIES LTD  69/4,NAJAFGARH ROAD OPP:SYLVANIA LAXMAN NEW DELHI ",IND
1566,CU1D00246,DEPUTY FINACE MANAGER,54,2,"DEPOT MANAGER BELPAHAR SUB AREA  KSRTC,ARAKALAGUDU DEPOT, ARAKALAGUDU-573102, HASSAN DISTRICT.KARNATAKA",IND
1567,CU1D00749,DESAI PETROLEUM,42,1,DESAI PETROLEUM  NEAR RTC BUS STAND MADANAPALLE CHITTOOR ,IND
1568,CU1D00750,DURGA AUTOMOTIVES PVT LTD,21,1,"DURGA AUTOMOTIVES PVT LTD  TENZING NORGAY ROAD DAGAPUR,PO PRADHAN NAGAR PO PRADHAN NAGAR SILIGURI",IND
1569,CU1DUMMY1,DUMMY CODE FOR CUSTOMER-01,51,1,DUMMY CODE FOR CUSTOMER-01     ,IND
1570,CU1DUMMY2,DUMMY CODE FOR CUSTOMER-02,51,2,DUMMY CODE FOR CUSTOMER-02     ,IND
1571,CU1DUMMY3,DUMMY CODE FOR CUSTOMER-03, ,3,DUMMY CODE FOR CUSTOMER-03     ,IND
1572,CU1DUMMY5,DUMMY CODE FOR CUSTOMER-05, ,5,DUMMY CODE FOR CUSTOMER-05     ,IND
1573,CU1DUMMY6,DUMMY CODE FOR CUSTOMER-06, ,6,DUMMY CODE FOR CUSTOMER-06     ,IND
1574,CU1E00008,ELGI EQUIPMENTS LIMITED,21,4,"ELGI EQUIPMENTS LIMITED 2ND FLOOR,PARIJAT BUILDING 24-A,SHAKESPEARE SARANI  KOLKATA ",IND
1575,CU1E00327,EVERSUN ENGINEERING WORKS,51,1,EVERSUN ENGINEERING WORKS  SUNDARAPURAM MAIN ROAD MADUKARAI COIMBATORE ,IND
1576,CU1E00328,EXCEL ENTERPRISES,11,1,EXCEL ENTERPRISES  G.67/B KALKAJI  NEW DELHI ,IND
1577,CU1E00330,ELECTROMECH ASSAM,21,1,ELECTROMECH ASSAM  A T ROAD  GUWAHATI ,IND
1578,CU1E00331,ELGI EQUIPMENTS LTD,33,4,"ELGI EQUIPMENTS LTD RECIP DIVISION PLOT NO 193/194 NATARAJ ENDL. ESTATE,PRIYANKA CARBON BUS STP VASNA SANAND AHMEDABAD",IND
1579,CU1E00464,EXIM TRADELINKS (I) PVT LTD,11,1,"EXIM TRADELINKS (I) PVT LTD  1014,ARUNACHAL BHAWAN 19,BARAKHAMBA ROAD NEW DELHI ",IND
1580,CU1E00466,EMTICI ENGINEERING LTD,33,1,EMTICI ENGINEERING LTD  ANAND SOJITRA ROAD VALLABH VIDYANAGAR DIST-ANAND ,IND
1581,CU1E00015,ELGI EQUIPMENTS LIMITED,11,4,"ELGI EQUIPMENTS LIMITED   23,SHIVAJI MARG, NEW DELHI 110 015",IND
1582,CU1E00312,ECKO CARRIERS PRIVATE LIMITED,11,1,"ECKO CARRIERS PRIVATE LIMITED  C-113, PHASE - VII INDUSTRIAL AREA, SAS NAGAR MOHALI PUNJAB",IND
1583,CU1E00313,ELLARGI AND CO.,51,1,ELLARGI AND CO.  1240 TRICHY ROAD  COIMBATORE ,IND
1584,CU1E00314,EUROSTAR NETWORK PVT LTD,41,1,"EUROSTAR NETWORK PVT LTD  ""22/1A """"EUROSTAR ENCLAVE"""""" KAZURA GARDENS, NEELANGARAI CHENNAI ",IND
1585,CU1E00316,EXECUTIVE APPAREL PROCESSORS,43,1,EXECUTIVE APPAREL PROCESSORS  12TH KM TUMKUR ROAD OPP:PEENYA TELEPHONE EXCHANGE BANGALORE ,IND
1586,CU1E00317,EUROAIR (M) SDN BHD,622,3,"EUROAIR (M) SDN BHD (520328-H) LOT 104,JALAN INDUSTRI 3/4 RAWANG INTEGRATED INDL PARKL 48000 RAWANG,SELANGOR DARUL EH MALAYSIA",USD
1587,CU1E00319,EASTERN RAILWAY,31,2,The F.A. & C.A. O (S)   Eastern Railway Fairlie place Kolkata-700 001,IND
1588,CU1E00320,EASTERN JINGYING LTD,43,1,"EASTERN JINGYING LTD (100% EXPORT ORINETED UNIT) PLOT NO:11A,2nd CROSS INDUSTRIAL AREA,NANJANGUD MYSORE ",IND
1589,CU1E00022,ETERNIT EVEREST LIMITED,51,1,ETERNIT EVEREST LIMITED  PODANUR  COIMBATORE ,IND
1590,CU1G00080,GOTHI POLY CRAFT INDUSTRIES,41,1,GOTHI POLY CRAFT INDUSTRIES  17/5 VAZHUDAVUR ROAD KURUMBAPET PONDICHERRY ,IND
1591,CU1G00081,GOTHI THERYO PHARMING INDUSTRIES,41,1,GOTHI THERYO PHARMING INDUSTRIES  VALDOVAR ROAD  PONDICHERRY ,IND
1592,CU1E00333,EXCEL ELECTROTECHNIK PVT LTD,31,1,EXCEL ELECTROTECHNIK PVT LTD  UNIT NO 8 SARASWATHI INDL EST(OPP:MANISH IND EST ) NAVGHAR VASAI (E) THANE,IND
1593,CU1E00334,EVERST BORWELL,41,1,"EVERST BORWELL  26,VELACHERY MAIN ROAD NAGENDRA NAGAR  CHENNAI",IND
1594,CU1E00335,EXCEL AUTOMOBILES,11,1,"EXCEL AUTOMOBILES  OPP:CHANER LOK DLF, PHASE - IV GURGAON ",IND
1595,CU1E00336,EXCELGENERATORS PVT LTD,43,1,EXCELGENERATORS PVT LTD NO 23  RS 61/1B KODAPAKKAM ROAD  VILLIANNUR PONDICHERRY,IND
1596,CU1E00001,ELGI EQUIPMENTS LIMITED,51,4,ELGI EQUIPMENTS LIMITED  INDIA HOUSE TRICHY ROAD COIMBATORE ,IND
1597,CU1D00330,DEE-PLONI POLYESTER PVT LIMITED,31,1,"DEE-PLONI POLYESTER PVT LIMITED  1268 NEW KANERI,PANNA COMPOUND ASHIBIBI, KALYAN ROAD,BHIWANDI THANE ",IND
1598,CU1D00561,DHANABALARAM L,45,1,DHANABALARAM L     PONDICHERRY,IND
1599,CU1D00563,DYNAMIC TECHNO MEDICALS PVT LTD,53,1,DYNAMIC TECHNO MEDICALS PVT LTD  POST BOX NO 45 ASOKAPURAM ALUVA-101 ,IND
1600,CU1D00564,DIVYA MARINE ENTERPRESES,41,1,"DIVYA MARINE ENTERPRESES  3,KAMARAJAR SALAI PPR COMPLEX (TRANQVEBAR) THARANAMOADI",IND
1601,CU1D00565,DOMARIANGAJ MOTORS,12,1,DOMARIANGAJ MOTORS  DOMARIAGANJ DIST SIDHARTHNAGAR UTTARPRADESH ,IND
1602,CU1D00566,DEVARAJ TUBEWELLS,45,1,DEVARAJ TUBEWELLS     PONDICHERRY,IND
1603,CU1D00567,DASHARATH GOUD B,42,1,DASHARATH GOUD B  S/O YADAIAH GOUD BIBINAGAR MANDAL NALGONDA DIST HYDERABAD ,IND
1604,CU1D00057,DIESEL (INDIA),43,1,DIESEL (INDIA)  POST BOX NO:403 NO:2 LALBAGH FORT ROAD BANGALORE ,IND
1605,CU1C00742,COLOMBO COPPER PVT LTD,665,3,"COLOMBO COPPER PVT LTD  1 C LEVEL 5, EAST TOWER WORLD TRADE CENTRE BCWELOW SQUARE COLOMBO-1",IND
1606,CU1C00743,CENTRAL MOTORS,34,1,CENTRAL MOTORS  BURHANPUR ROAD BURHANPUR ROAD KHANDWA MP-450 001,IND
1607,CU1C00744,CAN & CLOSURES LIMITED,21,1,CAN & CLOSURES LIMITED  NH2 BYE PASS PO SIMLA VILL BANGIHATI DIST HOOGHLY ,IND
1608,CU1C00316,CIMMCO LIMITED, ,1,CIMMCO LIMITED     ,IND
1609,CU1C00318,CATTLE FEED PLANT,43,1,CATTLE FEED PLANT    GUBBI ,IND
1610,CU1C00320,CHAMPION AUTO SERVICING,43,1,CHAMPION AUTO SERVICING    BELLARY ,IND
1611,CU1D00239,DULABHAI HAZABHAI KUTI,33,1,DULABHAI HAZABHAI KUTI    AHMEDABAD ,IND
1612,CU1C00748,CAL-CREATION,21,1,"CAL-CREATION  25A,PARK STREET FLAT 321,3RD FLOOR KARNAN MANSION KOLKATTAA-16",IND
1613,CU1C00750,CHITRARASAN VK,45,1,CHITRARASAN VK     PONDICHERRY,IND
1614,CU1C00751,CRESCENT AUTO REPAIRS AND SERVICES,41,1,"CRESCENT AUTO REPAIRS AND SERVICES INDIA PVT LTD  INDIA PVT LTD NO 9,CENOTAFH ROAD CHENNAI-600018",IND
1615,CU1C00752,CLASSSIC KNITS,51,1,"CLASSSIC KNITS  31,CLASSIC BUILDINGS MANGALAM ROAD TIRUPUR ",IND
1616,CU1C00753,CHEMI COLOUR CORPORATION,43,1,"CHEMI COLOUR CORPORATION  486-8TH MAIN 11 TH CROSS J P NAGAR,2ND PHASE BANGALORE-78 ",IND
1617,CU1C00755,CORAMANDAL PRESTRICREATE PVT LTD,12,1,"CORAMANDAL PRESTRICREATE PVT LTD  KASNAU MINES KASNAU VILLAGE JOYAL TEHSIL,NAGAUR RAJASTAN",IND
1618,CU1D00074,DONGRE S V,31,1,"DONGRE S V  376-B, SHUKRAWAR PETH PUNE 411 002 MUMBAI ",IND
1619,CU1C00623,CLASSIC HOME FURNISHING PVT LTD,53,1,"CLASSIC HOME FURNISHING PVT LTD  PLOT NO 16,GARMENT COMPLEX A BLOCK GROUND FLOOR KAKANAD COCHIN",IND
1620,CU1C00756,COROMONDAL PRESTRICREATE PVT LTD,12,1,COROMONDAL PRESTRICREATE PVT LTD  29(I) LIGHT INDUSTRIAL AREA  JODHPUR RAJASTHAN,IND
1621,CU1C00757,CHERRAN PLAST,51,1,"CHERRAN PLAST  SF NO 137,UTHUKULI ROAD VIJAYAMANAGALAM ERODE DIST ",IND
1622,CU1C00759,CRESTA PAINT INDUSTRIES LTD,698,3,"CRESTA PAINT INDUSTRIES LTD  NO 33 RING ROAD SOUTH INDUSTRIAL AREA PO BOX KA16058,ACCRD GHANA",IND
1623,CU1C00760,CHANDRA HONDA,21,1,CHANDRA HONDA  C/O CHANDRA SINGH&SONS PLOT NO 108 SUBHASH NAGAR EXTN AJMER ROAD BJILWARA,IND
1624,CU1C00761,CHINNUSAMY V,45,1,"CHINNUSAMY V  NO21,MURUGAN KOIL STREET SEDARAPET PONDICHERRY ",IND
1625,CU1C00762,CHANDRASEKAR C,45,1,"CHANDRASEKAR C  NO 7,MARKET STREET VILLIANUR PONDICHERRY ",IND
1626,CU1C00692,CLASSIC ENTERPRISES,31,1,"CLASSIC ENTERPRISES  NO:S2/167,PHASE 1\\\ NEW INDUSTRIAL ESTATE,JAGATPUR CUTTACK ORISSA",IND
1627,CU1B00779,BHAGYALAXMI BOREWELLS,45,1,BHAGYALAXMI BOREWELLS     PONDICHERRY,IND
1628,CU1B00780,BIKANERVALA FOODS PVT LTD,11,1,"BIKANERVALA FOODS PVT LTD  A-28,LAWRENCE ROAD INDL AREA  NEWDELHI ",IND
1629,CU1B00782,BHALA BROTHERS,21,1,BHALA BROTHERS  UPPER BAZZAR  RANCHI ,IND
1630,CU1C00052,CASTROL INDIA LIMITED,31,7,CASTROL INDIA LIMITED  C/O SHAILENDRA AGENCIES 111A/10 GT ROAD KANPUR ,IND
1631,CU1C00053,CASTROL INDIA LIMITED,31,7,CASTROL INDIA LIMITED  BYE PASS ROAD OPP  IBP PETROL PUMP KARNAL ,IND
1632,CU1C00054,CASTROL INDIA LIMITED,31,7,"CASTROL INDIA LIMITED  C/O AMIT LUBRICANTS BHARADWAJ BUILDING, G T ROAD KARNAL ",IND
1633,CU1C00056,CASTROL INDIA LIMITED,21,7,"CASTROL INDIA LIMITED  C/O PRAMOD OIL TRADERS 1234 LINK ROAD, DHOLEWAL CHOWK LUDHIANA ",IND
